GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.40497,-1.517673,147.36,11.94,3,319.72,25 / 28,164422,2019-09-08 10:10:31:046,1.3485,1.0353,9.8622,0.0064,-0.0022,9.8066,-0.0178,0.1051,-0.0041,-9.06,-27.37,4.56,354.74,-85.03,-123.1
52.40497,-1.517673,147.36,11.94,3,319.72,25 / 28,164521,2019-09-08 10:10:31:145,0.3229,0.5404,10.6586,0.0242,-0.0173,9.8065,0.0127,0.1116,-0.0312,-8.81,-28.25,5.75,358.31,-84.88,-124.99
52.40497,-1.517673,147.36,11.94,3,319.72,25 / 28,164622,2019-09-08 10:10:31:246,1.5961,-0.1808,10.0643,0.0259,-0.0029,9.8066,-0.0116,0.1075,-0.0724,-8.81,-28.12,6.38,355.14,-84.86,-127.41
52.40497,-1.517673,147.36,11.94,3,319.72,25 / 28,164721,2019-09-08 10:10:31:345,3.1398,0.2568,10.3167,0.0078,0.0026,9.8066,0.0604,0.1405,-0.0643,-8.5,-28.56,6.56,0.76,-85,-130.61
52.40497,-1.517673,147.36,11.94,3,319.72,24 / 25,164822,2019-09-08 10:10:31:446,3.2762,2.8775,7.6332,0.0218,0.073,9.8063,-0.1035,-0.169,0.1835,-8.19,-28.31,6.5,358.06,-85.51,-132.72
52.40497,-1.517673,147.36,11.94,3,319.72,24 / 25,164921,2019-09-08 10:10:31:545,1.0293,0.5362,8.9643,-0.0091,0.04,9.8066,0.075,-0.0047,0.0455,-8.12,-28.81,6.13,354.16,-85.58,-131.39
52.40497,-1.517673,147.36,11.94,3,319.72,24 / 25,165021,2019-09-08 10:10:31:645,1.9432,-0.4985,9.215,-0.0247,-0.0022,9.8065,0.0169,0.1064,-0.0518,-7.56,-28.25,5.94,355.85,-85.74,-130.15
52.40497,-1.517673,147.36,11.94,3,319.72,24 / 25,165121,2019-09-08 10:10:31:745,1.8567,1.3124,10.529,0.0459,0.0042,9.8065,-0.0624,-0.0541,0.0538,-7.5,-28.94,6.44,356.21,-85.96,-133.54
52.40497,-1.517673,147.36,11.94,3,319.72,24 / 25,165221,2019-09-08 10:10:31:845,1.4809,-0.188,9.2193,0.0301,0.0076,9.8066,-0.0321,-0.0736,0.0158,-6.87,-28.37,6.63,352.48,-85.88,-140.98
52.40497,-1.517673,147.36,11.94,3,319.72,24 / 25,165321,2019-09-08 10:10:31:945,2.1351,-2.2471,10.4577,0.0448,-0.0063,9.8065,0.0459,-0.0669,-0.0064,-6.81,-27.25,7.94,348.83,-85.7,-147.83
52.40497,-1.517673,147.36,11.94,3,319.72,24 / 25,165422,2019-09-08 10:10:32:046,2.0989,-0.7008,10.4594,0.012,-0.0249,9.8065,0.0655,0.1174,-0.1093,-6.19,-27.5,7.69,352.93,-85.69,-148.75
52.40497,-1.517673,147.36,11.94,3,319.72,24 / 25,165522,2019-09-08 10:10:32:146,0.3949,-1.4436,10.3041,-0.0017,0.0022,9.8065,-0.0122,0.0993,-0.0778,-5.94,-26.69,8.19,349.34,-85.65,-151.59
52.40497,-1.517673,147.36,11.94,3,319.72,24 / 25,165621,2019-09-08 10:10:32:245,0.7328,-0.4058,9.7183,0.0131,0.0152,9.8066,-0.0281,0.0156,0.0206,-5.56,-27.37,8.5,349.54,-85.69,-154.79
52.40497,-1.517673,147.36,11.94,3,319.72,24 / 25,165722,2019-09-08 10:10:32:346,0.9334,-0.5423,9.8619,-0.0014,-0.0076,9.8066,0.0084,-0.0299,0.0613,-4.06,-26.62,8,357.97,-85.61,-154.99
52.40497,-1.517673,147.36,11.94,3,319.72,26 / 27,165821,2019-09-08 10:10:32:445,1.0394,-0.1897,9.9369,-0.0062,-0.0125,9.8066,0.0026,0.0589,0.0144,-4.19,-26.75,8.56,2.82,-85.43,-153.84
52.40497,-1.517673,147.36,11.94,3,319.72,26 / 27,165922,2019-09-08 10:10:32:546,1.0572,-1.4568,9.8507,-0.0105,-0.036,9.8065,0.0093,0.0485,-0.0034,-4.44,-26.06,8.13,2.33,-85.02,-151.7
52.40497,-1.517673,147.36,11.94,3,319.72,26 / 27,166021,2019-09-08 10:10:32:645,0.5845,-1.3724,8.9768,0.0041,-0.025,9.8066,-0.1456,-0.0004,0.0262,-4.75,-26.94,8,356.18,-84.95,-150.84
52.40497,-1.517673,147.36,11.94,3,319.72,26 / 27,166122,2019-09-08 10:10:32:746,1.519,0.9044,10.3908,-0.0321,0.0295,9.8065,-0.0176,-0.1392,0.1118,-4.81,-27.87,7.88,357.77,-85.05,-149.64
52.40497,-1.517673,147.36,11.94,3,319.72,26 / 27,166221,2019-09-08 10:10:32:845,1.2436,0.3091,9.8813,-0.0305,0.029,9.8065,0.0464,0.0986,-0.1275,-5.06,-27.81,8.63,6.58,-85.16,-145.9
52.40497,-1.517673,147.36,11.94,3,319.72,26 / 27,166321,2019-09-08 10:10:32:945,2.7513,-0.4268,10.7133,0.0391,-0.0245,9.8065,0.3911,-0.0914,0.151,-5.56,-27.31,9,354.46,-84.94,-150.61
52.40497,-1.517673,147.36,11.94,3,319.72,26 / 27,166421,2019-09-08 10:10:33:045,0.5976,-2.2333,11.144,0.0129,-0.041,9.8065,0.2645,0.0287,0.0812,-5.37,-26.56,9.75,359.7,-84.38,-153.66
52.40497,-1.517673,147.36,11.94,3,319.72,26 / 27,166522,2019-09-08 10:10:33:146,1.89,1.9237,9.0977,-0.0078,0.0336,9.8066,-0.1142,-0.0557,0.1349,-5.87,-27.87,9.69,354.54,-84.45,-153.21
52.40497,-1.517673,147.36,11.94,3,319.72,26 / 27,166622,2019-09-08 10:10:33:246,-0.7149,-1.2758,8.3253,-0.0147,0.0338,9.8065,-0.1093,-0.0866,0.1483,-6.94,-28.5,9.63,351.8,-84.44,-151.35
52.40497,-1.517673,147.36,11.94,3,319.72,26 / 27,166722,2019-09-08 10:10:33:346,-0.9752,0.4969,9.5772,-0.0101,-0.0209,9.8065,0.0848,0.0801,-0.0322,-7,-28.12,9.69,354.17,-84.36,-149.5
52.40497,-1.517673,147.36,11.94,3,319.72,23 / 26,166822,2019-09-08 10:10:33:446,0.6319,-0.922,9.9136,0.0068,-0.0254,9.8065,-0.0014,0.0504,0.021,-7.19,-28.19,10.25,355.82,-84.25,-148.2
52.40497,-1.517673,147.36,11.94,3,319.72,23 / 26,166921,2019-09-08 10:10:33:545,0.517,-0.2734,9.5505,-0.0105,0.0284,9.8065,-0.0273,0.0017,0.0187,-6.94,-28.19,9.75,357.43,-84.47,-146.99
52.40497,-1.517673,147.36,11.94,3,319.72,23 / 26,167022,2019-09-08 10:10:33:646,-0.2577,0.2098,9.105,-0.0141,0.0188,9.8065,-0.0431,0.0454,-0.0052,-6.37,-28.12,10.81,5.61,-84.42,-147.02
52.40497,-1.517673,147.36,11.94,3,319.72,23 / 26,167121,2019-09-08 10:10:33:745,0.3674,-1.2869,9.7679,0.0186,-0.0336,9.8065,-0.1068,0.0139,-0.0062,-6.56,-27.25,10.5,0.37,-84.43,-147.23
52.40497,-1.517673,147.36,11.94,3,319.72,23 / 26,167222,2019-09-08 10:10:33:846,0.3559,-0.4603,10.3697,0.0138,-0.0224,9.8066,-0.113,0.0164,0.0082,-6.37,-27.5,10.13,0.98,-84.29,-148.28
52.40497,-1.517673,147.36,11.94,3,319.72,23 / 26,167321,2019-09-08 10:10:33:945,-0.6474,1.5453,10.412,-0.0084,0.0143,9.8065,0.0284,-0.0125,0.0108,-6.19,-27.75,10.56,3.89,-84.29,-148.39
52.40497,-1.517673,147.36,11.94,3,319.72,23 / 26,167421,2019-09-08 10:10:34:045,0.4596,-0.2722,10.5108,-0.0005,-0.0013,9.8066,0.0351,0.0091,-0.0071,-6.56,-27.75,10.5,359.26,-84.27,-148.11
52.40497,-1.517673,147.36,11.94,3,319.72,23 / 26,167522,2019-09-08 10:10:34:146,-0.2201,-0.2253,9.7473,-0.0006,-0.0085,9.8066,0.0008,-0.006,0.0229,-6.37,-27.81,10.19,0.35,-84.15,-148.77
52.40497,-1.517673,147.36,11.94,3,319.72,23 / 26,167622,2019-09-08 10:10:34:246,-0.0318,-0.5262,10.2136,-0.004,-0.0095,9.8066,0.0355,0.0587,-0.0567,-6.06,-27.44,10.13,0.8,-84.12,-148.43
52.40497,-1.517673,147.36,11.94,3,319.72,23 / 26,167721,2019-09-08 10:10:34:345,-0.6862,1.8525,9.7993,-0.0135,0.0212,9.8065,0.0361,0.0144,-0.0661,-5.81,-28.31,9.81,0.81,-84.17,-148.42
52.40497,-1.517673,147.36,11.94,3,319.72,25 / 26,167821,2019-09-08 10:10:34:445,-1.0966,0.8245,10.243,-0.007,0.0314,9.8066,0.005,-0.0553,-0.0075,-5.56,-28.81,9.88,1.46,-84.36,-147.94
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,167921,2019-09-08 10:10:34:545,0.7092,-1.8961,9.8302,0.0017,0.0138,9.8066,0.0907,-0.0761,0.0574,-6.31,-29,9.88,0.06,-84.34,-148.99
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,168022,2019-09-08 10:10:34:646,-0.3425,-1.0342,9.1686,-0.0027,0.0123,9.8066,-0.0616,-0.0441,-0.0675,-5.81,-29.06,10.19,0.35,-84.3,-148.77
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,168122,2019-09-08 10:10:34:746,-1.9795,1.2609,10.7513,0.0024,0.009,9.8066,-0.0044,-0.1395,0.0571,-5.69,-27.56,10.56,2.7,-84.38,-149.3
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,168222,2019-09-08 10:10:34:846,1.2203,-2.186,9.6407,0.0182,-0.0026,9.8066,0.0312,-0.0318,0.0224,-6.37,-28,9.88,357.38,-84.43,-151.04
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,168322,2019-09-08 10:10:34:946,-1.6776,2.0583,10.658,0.011,-0.0135,9.8066,-0.1,-0.0858,-0.0196,-5.69,-28.06,9,353.47,-84.39,-151.16
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,168422,2019-09-08 10:10:35:046,0.6023,-0.8007,10.1129,0.0258,-0.0098,9.8066,-0.1281,0.0677,-0.0396,-6.37,-29.12,9.44,353.53,-84.59,-151.12
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,168521,2019-09-08 10:10:35:145,0.5818,0.0109,10.007,0.0211,-0.0399,9.8065,-0.1351,0.0022,-0.0967,-6.62,-29.06,10.56,353.49,-84.53,-152.63
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,168622,2019-09-08 10:10:35:246,-0.4663,-0.0963,9.5779,-0.0142,0.037,9.8065,0.1043,-0.0261,-0.0165,-5.62,-28.37,10.94,357.69,-84.51,-153.19
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,168721,2019-09-08 10:10:35:345,0.3467,1.2189,10.8133,-0.0198,0.0187,9.8066,0.15,-0.0284,-0.0741,-6.37,-27,9.94,356.23,-84.74,-151.99
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,168821,2019-09-08 10:10:35:445,-0.1119,-0.4427,9.8405,0.0115,-0.0292,9.8065,-0.1004,-0.0301,-0.0156,-5.94,-27.06,10.44,355.25,-84.52,-152.72
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,168921,2019-09-08 10:10:35:545,0.4323,0.3834,8.6547,0.0102,-0.0062,9.8066,-0.136,-0.0142,-0.0029,-6,-26.75,9.31,351.73,-84.52,-152.58
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,169022,2019-09-08 10:10:35:646,-1.048,-3.5015,11.9511,0.006,-0.0607,9.8064,-0.1198,-0.0095,-0.0061,-6.94,-28.19,9.5,354.28,-84.59,-149.47
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,169121,2019-09-08 10:10:35:745,0.7735,-2.6192,10.1495,0.0445,-0.0866,9.8061,-0.2556,0.1056,-0.1416,-6.5,-27.37,9.5,357.39,-84.29,-151.03
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,169221,2019-09-08 10:10:35:845,-3.4366,1.4664,10.4448,-0.027,0.027,9.8066,0.2976,-0.1062,0.0243,-6.31,-27.25,10.06,356.04,-84.5,-152.1
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,169321,2019-09-08 10:10:35:945,-0.4312,-0.2469,11.3016,-0.0497,0.081,9.8062,0.3351,-0.038,-0.1582,-6.19,-26.81,10.06,359.55,-84.83,-149.39
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,169421,2019-09-08 10:10:36:045,1.1699,-1.4363,10.6088,0.0611,-0.0587,9.8063,-0.3872,0.0164,-0.0779,-6,-27.31,9.38,349.07,-84.59,-154.63
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,169521,2019-09-08 10:10:36:145,-0.8659,1.1181,9.5186,0.0505,-0.0537,9.8063,-0.3268,-0.0145,0.0445,-7.06,-27.75,8.69,343.21,-84.71,-155.09
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,169621,2019-09-08 10:10:36:245,-0.2275,0.7999,9.558,-0.0357,0.033,9.8064,0.2462,-0.0307,0.0532,-6.94,-27.81,9.25,344.13,-84.75,-154.41
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 26,169721,2019-09-08 10:10:36:345,-0.0988,0.1891,10.0071,-0.0245,0.0211,9.8065,0.1586,-0.0076,-0.0034,-7.69,-28.37,10,344.97,-84.72,-153.32
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,169821,2019-09-08 10:10:36:445,-0.3374,0.1693,10.026,0.0074,-0.0155,9.8066,-0.1188,0.0234,-0.0411,-7.19,-28.75,10.25,351.27,-84.83,-151.84
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,169921,2019-09-08 10:10:36:545,-1.0469,0.4351,9.7149,0.0104,-0.0103,9.8066,-0.0868,-0.0169,-0.0093,-7.12,-28.19,10.31,350.76,-84.76,-152.28
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,170023,2019-09-08 10:10:36:647,-0.3439,0.1945,9.8322,0.0034,0,9.8066,-0.0115,0.0168,-0.0124,-7.44,-27.94,10.38,350.64,-84.83,-152.41
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,170121,2019-09-08 10:10:36:745,-0.6679,0.9291,10.5505,0.0023,-0.007,9.8066,-0.0315,0.0104,-0.0221,-7.5,-27.62,9.81,350.38,-84.85,-152.62
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,170221,2019-09-08 10:10:36:845,-0.8954,1.0705,9.7249,-0.013,0.0179,9.8065,0.0519,0.0449,-0.0542,-7.31,-27.62,9.38,345.96,-84.9,-153.08
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,170322,2019-09-08 10:10:36:946,-0.4587,0.6976,10.0037,-0.0083,0.0231,9.8066,0.0492,-0.0366,0.0052,-6.69,-26.87,9.63,349.86,-84.92,-153.14
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,170422,2019-09-08 10:10:37:046,-0.6947,0.2868,9.6171,0.0059,0.0077,9.8065,0.0875,-0.0086,0.0678,-7.06,-28,9.5,348.65,-84.81,-153.97
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,170521,2019-09-08 10:10:37:145,0.0103,-0.1354,10.4481,-0.0031,-0.0087,9.8066,0.0269,0.0018,-0.0338,-6.62,-28.62,8.81,343.7,-84.72,-154.59
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,170622,2019-09-08 10:10:37:246,-0.2043,0.6502,10.4536,0.0143,-0.0164,9.8066,-0.1234,0.028,-0.0585,-6.37,-29.31,9.44,347.91,-84.68,-155.36
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,170721,2019-09-08 10:10:37:345,-0.1122,1.1102,9.3947,0.0083,-0.0125,9.8065,-0.124,0.0588,-0.0818,-5.87,-29.94,9.5,351.43,-84.7,-155.54
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,170822,2019-09-08 10:10:37:446,0.6136,1.3018,9.497,-0.0022,0.0258,9.8065,0.0927,0.0258,-0.0191,-5.37,-29.56,9.81,356.26,-84.71,-156.23
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,170921,2019-09-08 10:10:37:545,1.1682,0.4004,9.3216,0.0043,0.0174,9.8066,0.0105,0.0249,0.0057,-5.5,-29.44,10.63,357.67,-84.79,-157.37
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,171022,2019-09-08 10:10:37:646,0.926,1.0292,10.0819,0.0053,0.0037,9.8066,-0.0066,0.0645,-0.013,-5.56,-28.62,10.81,352.34,-84.71,-157.39
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,171121,2019-09-08 10:10:37:745,0.3481,0.7618,10.5052,0.0033,-0.0108,9.8066,0.0099,0.1067,0.0104,-6,-28.56,10.88,352.03,-84.66,-157.61
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,171221,2019-09-08 10:10:37:845,1.1095,-0.1548,9.3281,-0.0004,0.0144,9.8066,0.0388,0.1892,0.0038,-5.5,-28.62,10.94,356.29,-84.77,-158.44
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,171322,2019-09-08 10:10:37:946,1.1442,0.8303,9.8056,0.0044,0.0207,9.8065,0.0391,0.15,-0.0111,-6.19,-29.37,11.25,349.55,-84.83,-159.63
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,171422,2019-09-08 10:10:38:046,1.683,1.6404,9.6465,0.0187,0.0059,9.8065,-0.0145,0.2032,-0.0407,-4.87,-28.87,12,356.03,-84.89,-160.54
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,171521,2019-09-08 10:10:38:145,2.9016,0.3023,10.1513,0.0098,-0.0054,9.8066,-0.0163,0.0888,-0.0469,-5,-28.87,11.5,353.7,-84.97,-162.42
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,171622,2019-09-08 10:10:38:246,-0.3822,-1.0158,12.8758,-0.0114,-0.0401,9.8065,0.1343,0.2176,-0.0945,-4.56,-28.75,11.88,352.22,-85.2,-163.69
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,171721,2019-09-08 10:10:38:345,2.7037,1.3341,11.8918,0.0338,-0.045,9.8065,0.1094,0.3409,-0.1127,-5.12,-28.62,12.81,351.38,-84.94,-165.97
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,171822,2019-09-08 10:10:38:446,0.169,1.5988,9.968,-0.0124,-0.0015,9.8065,-0.0582,0.3707,-0.1549,-4.75,-28.37,13.19,350.22,-84.82,-166.94
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,171922,2019-09-08 10:10:38:546,2.4739,3.0171,8.9618,0.0259,-0.0366,9.8065,-0.1748,0.308,-0.1491,-5.37,-28.69,13.5,349.78,-84.5,-168.62
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,172021,2019-09-08 10:10:38:645,3.7627,2.1514,8.6889,0.0134,0.0719,9.8063,0.1134,0.2348,-0.0027,-4.06,-28,13.5,352.21,-84.48,-170.37
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,172122,2019-09-08 10:10:38:746,1.6797,1.9422,9.9913,-0.0183,0.054,9.8065,0.1285,0.3166,-0.0242,-4.12,-29.44,13.94,350.98,-84.91,-171.45
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,172222,2019-09-08 10:10:38:846,2.1916,1.1932,10.0373,-0.0006,-0.0271,9.8066,-0.1184,0.2969,0.0183,-4.25,-28.06,14.94,351.76,-84.86,-171.95
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,172322,2019-09-08 10:10:38:946,2.3411,2.2189,9.9177,-0.0055,-0.0043,9.8066,-0.0223,0.2819,0.0485,-4.56,-28.62,15.31,349.18,-84.78,-170.54
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,172421,2019-09-08 10:10:39:045,1.6734,2.0601,10.8769,-0.0103,-0.0369,9.8065,-0.0044,0.36,-0.0637,-4.37,-27.87,16.06,358.25,-84.47,-167.42
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,172521,2019-09-08 10:10:39:145,1.7129,2.0138,10.457,-0.0032,-0.0361,9.8065,0.0007,0.2915,-0.0079,-4.56,-28.25,16.69,355.94,-84.27,-167.01
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,172622,2019-09-08 10:10:39:246,2.8572,-0.8047,8.9606,0.0203,0.0086,9.8065,-0.0423,0.3609,-0.1203,-4.25,-27.94,17.25,0.45,-83.91,-166.39
52.40553,-1.518683,145.44,10.81,4,300.95,26 / 28,172721,2019-09-08 10:10:39:345,3.526,2.9454,9.8639,0.0181,0.0258,9.8066,0.0651,0.3145,0.0257,-4.44,-28.25,17.88,357.38,-83.88,-169.65
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,172821,2019-09-08 10:10:39:445,2.8518,1.9998,11.0729,0.0263,-0.0632,9.8064,-0.0622,0.4695,-0.0528,-4,-28.25,18.81,358.86,-83.63,-169.06
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,172921,2019-09-08 10:10:39:545,4.2929,2.323,9.3832,0.018,-0.0514,9.8065,-0.0733,0.4293,-0.066,-4.62,-28.06,19.44,351.87,-83.06,-171.93
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,173021,2019-09-08 10:10:39:645,-0.2182,1.5774,10.0116,-0.0161,-0.0137,9.8066,0.2981,0.5517,-0.2685,-4.31,-27.81,20.63,356.72,-82.7,-171.92
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,173121,2019-09-08 10:10:39:745,4.077,0.1715,10.4519,0.0088,0.0091,9.8066,0.2111,0.4291,-0.171,-3.87,-27.75,21.38,352.63,-82.59,-175.28
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,173221,2019-09-08 10:10:39:845,3.0185,0.1861,10.7867,0.0193,-0.0081,9.8066,-0.2291,0.371,-0.1599,-3.69,-27.81,21.88,352.75,-82.69,-175.74
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,173321,2019-09-08 10:10:39:945,1.1577,0.9682,10.3837,0.0259,-0.0202,9.8066,-0.1736,0.3852,-0.124,-4.19,-27.62,22.25,349.82,-82.75,-178.19
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,173421,2019-09-08 10:10:40:045,1.7594,1.2252,9.4625,-0.0112,0.004,9.8066,0.1112,0.3006,0.0444,-4.81,-27.37,22.5,345.85,-82.65,-179.72
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,173522,2019-09-08 10:10:40:146,2.488,0.6928,9.718,-0.0322,-0.018,9.8065,0.1125,0.4152,-0.0557,-5.31,-27.37,23.94,349.82,-82.32,-176.83
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,173621,2019-09-08 10:10:40:245,2.3319,-0.5425,10.293,0.0009,-0.0419,9.8065,-0.0264,0.3416,-0.1162,-5.56,-28.06,24.44,347.98,-81.85,-175.95
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,173721,2019-09-08 10:10:40:345,1.5395,1.007,9.2468,0.009,-0.0132,9.8065,-0.1446,0.253,-0.0802,-5.87,-28.12,25.94,348.49,-81.83,-176.69
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,173821,2019-09-08 10:10:40:445,1.9595,-0.1865,9.7128,-0.0004,-0.0095,9.8066,0.1462,0.2542,-0.0219,-6.69,-28.12,26.5,348.12,-81.67,-175.51
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,173921,2019-09-08 10:10:40:545,1.4341,-2.366,10.3393,0.0196,-0.0088,9.8066,0.1698,0.2545,-0.009,-7,-26.5,27.44,347.09,-81.52,-176.48
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,174021,2019-09-08 10:10:40:645,1.8955,0.296,9.1884,-0.012,0.0204,9.8065,0.0703,0.0914,-0.0224,-6.94,-26.87,27.19,346.72,-81.55,-176.73
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,174121,2019-09-08 10:10:40:745,1.8467,-0.508,10.0178,-0.0014,0.0644,9.8064,0.0741,0.1969,-0.1517,-7.5,-26.56,27.31,346.2,-81.66,-177.2
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,174222,2019-09-08 10:10:40:846,0.8928,-1.2708,9.7523,0.012,-0.0083,9.8066,-0.0267,0.1836,-0.0673,-6.56,-26.81,26.75,345.48,-81.68,-177.82
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,174321,2019-09-08 10:10:40:945,1.7751,-0.1515,9.6811,0.0177,-0.0017,9.8066,0.0087,0.0679,0.0682,-6.44,-27.06,27.06,346.03,-81.72,-179.35
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,174421,2019-09-08 10:10:41:045,-3.6474,-1.0532,8.9569,0.0081,0.0216,9.8066,0.0081,0.1388,0.2768,-6.31,-28.94,28.56,347.23,-81.51,-179.11
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,174522,2019-09-08 10:10:41:146,2.3712,-0.9808,9.3882,-0.0715,0.0688,9.8061,0.2809,0.0957,0.0469,-6.62,-28.44,29.69,347.51,-81.6,-177.58
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,174622,2019-09-08 10:10:41:246,-0.0587,-1.7132,10.6929,0.0162,-0.1017,9.806,-0.1939,-0.2055,0.086,-7.31,-27.5,29.81,350.04,-80.88,-175.32
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,174722,2019-09-08 10:10:41:346,1.368,-1.3352,8.7885,-0.0332,-0.0156,9.8065,0.0374,0.1498,-0.1338,-7.19,-27.5,29.94,351.89,-81.25,-173.8
52.40553,-1.518683,145.44,10.81,4,300.95,25 / 27,174821,2019-09-08 10:10:41:445,-0.7009,-0.4533,10.3366,0.0044,-0.014,9.8066,0.0436,-0.0054,-0.0143,-6,-27.06,29.88,353.46,-81.15,-174.27
52.40553,-1.518683,145.44,10.81,4,300.95,27 / 28,174921,2019-09-08 10:10:41:545,-0.7793,-1.4067,9.7789,0.0217,-0.0086,9.8066,0.0189,-0.0309,0.0045,-5.5,-25.75,30.31,354.11,-80.85,-175.55
52.40553,-1.518683,145.44,10.81,4,300.95,27 / 28,175021,2019-09-08 10:10:41:645,-0.1757,-0.8397,9.9383,0.0057,-0.0054,9.8066,0.0387,-0.0609,-0.0134,-5.87,-27.12,30.19,351,-80.69,-176.29
52.40553,-1.518683,145.44,10.81,4,300.95,27 / 28,175122,2019-09-08 10:10:41:746,-0.636,0.5202,10.1032,0.0113,0.0073,9.8066,-0.0686,-0.0409,-0.0582,-5.12,-27.19,30.75,352.66,-80.58,-177.05
52.40553,-1.518683,145.44,10.81,4,300.95,27 / 28,175221,2019-09-08 10:10:41:845,-0.2343,0.0744,9.9969,0.005,0.0036,9.8066,-0.0069,-0.0677,-0.0171,-5.44,-27.44,29.44,350.81,-80.71,-177.94
